ANO_APLICACAO;CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;TP_VERSAO_DIGITAL;TP_APLICACAO;REF_ARQUIVO_PDF;DESC_ENUNCIADO;DESC_ALTER_A;DESC_ALTER_B;DESC_ALTER_C;DESC_ALTER_D;DESC_ALTER_E;IN_ITEM_IMAGEM
2022;161;MT;54142;C;29;0;;1.38186;1.79048;0.30088;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;Um curso preparatório para concursos tem duas turmas, A e B. Do total de alunos, 54% estão na turma A. A direção do curso decidiu pagar um bônus salarial aos professores dessas turmas, de acordo com a probabilidade de um aluno do curso, escolhido ao acaso, ser aprovado no concurso. Foi estabelecida a tabela que indica como o bônus seria definido. Probabilidade de aprovação (%) Bônus 0 < P < 10 I 10 < P < 20 II 20 < P < 35 III 35 < P < 50 IV 50 < P < 100 V Para calcular a probabilidade desejada, foi aplicado um simulado anterior ao concurso. Nele, o percentual de aprovados da turma A foi de 25%, enquanto houve uma aprovação de 40% para os alunos da turma B. Dessa forma, os professores desse curso devem receber o bônus;I.;II.;III.;IV.;V;0
2022;159;MT;67147;D;1;0;;1.45002;0.98124;0.20846;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;Uma escola realizou uma pesquisa entre todos os seus estudantes e constatou que três em cada dez deles estão matriculados em algum curso extracurricular de língua estrangeira. Em relação ao número total de estudantes dessa escola, qual porcentagem representa o número de alunos matriculados em algum curso extracurricular de língua estrangeira?;0,3%;0,33%;3%;30%;33%;0
2022;158;MT;27866;E;5;0;;2.73149;1.48659;0.18111;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;Toda a iluminação de um escritório é feita utilizando-se 40 lâmpadas incandescentes que produzem 600 lúmens (lúmen = unidade de energia luminosa) cada. O gerente planeja reestruturar o sistema de iluminação desse escritório, utilizando somente lâmpadas fluorescentes que produzem 1 600 lúmens, para aumentar a quantidade de energia luminosa em 50%. Para alcançar seu objetivo, a quantidade mínima de lâmpadas fluorescentes que o gerente desse escritório deverá instalar é;10.;14.;15.;16.;23.;0
2022;157;MT;44399;B;17;0;;1.32878;2.04688;0.18028;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;"Um clube está sendo reformado e deve ter algumas paredes e partes do teto repintadas. São, no total, 560 m^{2 }de parede e 260 m^{2} de teto. Segundo orientações técnicas, um entre três tipos diferentes de tinta deve ser usado para pintar as paredes (tipos I, II e III), e um entre outros dois tipos pode ser utilizado na pintura do teto (tipos X e Y). As características dos diferentes produtos são apresentadas a seguir: \bullet tipo I: vendido em embalagem com 10 L, por R$ 180,00 cada. O conteúdo permite pintar uma área de 220 m^{2}; \bullet tipo II: vendido em embalagem com 20 L, por R$ 350,00 cada. O conteúdo permite pintar uma área de 450 m^{2}; \bullet tipo III: vendido em embalagem com 25 L, por R$ 650,00 cada. O conteúdo permite pintar uma área de 550 m^{2}; \bullet tipo X: vendido em embalagem com 4 L, por R$ 70,00 cada. O conteúdo permite pintar uma área de 80 m^{2}; \bullet tipo Y: vendido em embalagem com 5 L, por R$ 85,00 cada. O conteúdo permite pintar uma área de 90 m^{2}. Pretende-se gastar a menor quantia possível, em real, com essa pintura. As tintas que devem ser escolhidas para uso nas paredes e teto do clube, respectivamente, são as de tipos";I e X.;I e Y.;II e X.;II e Y.;III e Y.;0
2022;156;MT;15978;E;28;0;;1.28609;2.98952;0.20663;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;"Sete países americanos, Argentina, Brasil, Canadá, Chile, Estados Unidos, Paraguai e Uruguai; e sete países europeus, Portugal, Espanha, França, Inglaterra, Itália, Alemanha e Suíça, decidem criar uma comissão com representantes de oito desses países, objetivando criar políticas de incentivo e regulação do turismo entre eles. Na hipótese de criação da comissão, serão escolhidos aleatoriamente quatro representantes de países das Américas e quatro representantes de países europeus, não podendo estar na comissão dois representantes de um mesmo país. Qual é a probabilidade de o Brasil e a França pertencerem a essa comissão?";$\frac{1}{182}$;$\frac{1}{49}$;$\frac{1}{4}$;$\frac{1}{13}$;$\frac{16}{49}$;0
2022;154;MT;39361;B;4;0;;1.45585;1.79365;0.1174;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;A associação de comerciantes varejistas de uma cidade, a fim de incrementar as vendas para o Natal, decidiu promover um fim de semana de descontos e promoções, no qual produtos e serviços estariam com valores reduzidos. Antes do período promocional, um celular custava R$ 300,00 e teve seu preço reajustado, passando a custar R$ 315,00. Durante o fim de semana de descontos e promoções, o preço desse celular recebeu um desconto de 20%. O desconto dado no preço do celular, em porcentagem, com base no valor dele anteriormente ao aumento sofrido antes da promoção, foi de;15,24%;16,00%;19,04%;21,00%;25,00%;0
2022;153;MT;43039;D;3;0;;1.29609;2.26288;0.10236;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;A classificação de um país no quadro de medalhas olímpicas deve-se primeiro ao número de medalhas de ouro que o país conquistou. Em caso de empate no número de medalhas de ouro, passa a ser considerado o número de medalhas de prata e, por fim, o de medalhas de bronze. O quadro de medalhas a seguir apresenta os países classificados do 9º ao 11º lugar nas Olimpíadas de Londres, realizadas em 2012. Ouro Prata Bronze 9º Hungria $\frac{8}{7}\frac{4}{16}\frac{5}{12}$ 10º Austrália 11º Japão 7 14 17 Nessa olimpíada, o Brasil obteve 3 medalhas de ouro, 5 de prata e 9 de bronze, classificando-se em 22º lugar no quadro geral de medalhas. Disponível em: http://olimpiadas.uol.com.br. Acesso em: 28 fev. 2013 (adaptado). Supondo que o número de medalhas dos demais países permaneça inalterado, qual o número mínimo de medalhas que o Brasil deveria ter ganhado a mais nas Olimpíadas de Londres a fim de ficar exatamente na 10ª posição?;22;19;17;16;14;0
2022;151;MT;32965;D;26;0;;1.92946;0.52624;0.14703;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;Um proprietário precisa comprar tubos para ligações hidráulicas durante a reforma de sua casa, optando pela compra do material de menor custo. O engenheiro responsável pela obra afirmou ao proprietário que os tubos precisam suportar uma vazão de 1,2 litro por segundo. Para manter o padrão das tubulações já existentes na casa, os tubos devem ter 15, 20 ou 25 mm de diâmetro. Uma loja de materiais de construção apresentou ao proprietário o quadro no qual se encontram cinco tipos de tubo, com indicação de diâmetro, vazão e custo para cada um deles. DIÂMETRO VAZÃO CUSTO MATERIAL (em mm) (em L/s) (em R$/m) $PVC \frac{15}{20}\frac{0,40}{1,20}\frac{0,50}{1,25}$ soldável $\frac{25}{15}\frac{1,25}{0,50}\frac{1,35}{0,65}$ PEX $\frac{20}{25}\frac{1,10}{1,20}\frac{1,05}{1,35}$ $\frac{15}{20}\frac{0,60}{1,20}\frac{0,30}{1,25}$ Polipropileno $\frac{25}{15}\frac{1,30}{0,50}\frac{1,55}{0,80}$ PVC $roscável \frac{20}{25}\frac{1,10}{1,20}\frac{1,10}{1,15}$ $Polietileno \frac{15}{20}\frac{0,60}{1,20}\frac{0,35}{1,20}$ reticulado 25 1,30 1,25 O proprietário deverá comprar;PVC soldável com 20 mm de diâmetro.;PEX com 20 mm de diâmetro.;Polipropileno com 15 mm de diâmetro.;PVC roscável com 25 mm de diâmetro.;Polietileno reticulado com 20 mm de diâmetro.;0
2022;150;MT;39894;B;24;0;;1.63915;2.13806;0.1433;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;Um investidor comprou ações de uma empresa em 3 de maio de certo ano (uma segunda-feira), pagando R$ 20,00 por cada uma. As ações mantinham seus preços inalterados por uma semana e tinham novos valores divulgados pela empresa a cada segunda-feira, antes da realização de qualquer negócio. O quadro ilustra o valor de uma dessas ações, em real, ao longo de algumas semanas. Semana Valor (R$) 03 a 09 de maio 20 10 a 16 de maio 25 17 a 23 de maio 20 24 a 30 de maio 35 31 de maio a 06 de junho 45 O investidor vendeu suas ações em 7 de junho, mas fez isso antes da divulgação do valor das ações naquela semana. E obteve, por cada ação, a média entre os valores unitários da primeira e última semanas indicados no quadro. Suponha que o valor divulgado para uma ação daquela empresa na semana de 7 a 13 de junho tenha sido 30% maior que a média dos valores nas semanas observadas no quadro. Se o investidor tivesse vendido as ações pelo preço divulgado para a semana de 7 a 13 de junho, quanto ele teria recebido a mais, em real, pela venda de cada ação?;4,55;5,2;9,75;16,25;26;0
2022;148;MT;111455;C;27;0;;1.40876;1.40259;0.16936;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;O diabetes mellitus é uma doença crônica, caracterizada pelo aumento de glicose no sangue. O Sistema de Cadastramento e Acompanhamento de Hipertensos e Diabéticos destina-se ao cadastramento e acompanhamento de portadores de hipertensão arterial e/ou diabetes mellitus atendidos na rede ambulatorial do Sistema Único de Saúde. A tabela mostra o número de pessoas portadoras de diabetes mellitus tipo 2, a forma mais grave da doença, distribuídas pelas macrorregiões de saúde de Minas Gerais, em 2012. Número de portadores Macrorregião de diabetes mellitus de saúde tipo 2 Sul 714 Centro-Sul 186 Centro 448 Jequitinhonha 36 Oeste 460 Leste 255 Sudeste 110 Norte 45 Noroeste 86 Leste do Sul 47 Nordeste 39 Triângulo do Sul 153 Triângulo do Norte 128 Disponível em: http://tabnet.datasus.gov.br. Acesso em: 5 nov. 2017. A mediana do número de portadores de diabetes mellitus tipo 2 das macrorregiões de saúde de Minas Gerais é;110,00.;119,00.;128,00.;182,50.;208,23.;0
2022;147;MT;117756;D;13;0;;0.95677;1.84466;0.15387;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;Os aeroportos apresentam regras rígidas para despacho de bagagem. No caso de embarque nacional, algumas companhias aéreas ainda não cobravam, até 2017, por unidade de bagagem despachada, limitada a 23 kg por passageiro. Uma pessoa irá viajar com uma única mala. Como não quer pagar por “excesso de peso” e dispõe, em casa, de uma balança de pêndulo que apresenta um erro máximo de 8% a mais em relação à massa real do objeto que nela for verificada, conferirá qual a massa de sua mala antes de ir para o aeroporto. O valor máximo, em quilograma, indicado em sua balança deverá ser;21,16.;22,08.;23,92.;24,84.;25,00.;0
2022;146;MT;83220;B;19;0;;2.11507;2.27835;0.25095;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;"Uma faculdade oferece dois cursos diferentes na área de Humanas. Para um aluno ingressar nesses cursos, o vestibular contém questões objetivas e uma redação, e a nota final do candidato é a soma dessas notas, utilizando o seguinte critério de pesos: \bullet questões objetivas: peso 1 para o curso I e peso 1 para o curso II; \bullet redação: peso 2 para o curso I e peso 3 para o curso II. Um candidato que concorre aos dois cursos obteve nota X nas questões objetivas e nota Y na redação. Para analisar sua nota para o curso I e para o curso II, o candidato representa sua nota com um produto de matrizes A . B, em que a matriz A representa os pesos, e a matriz B contém as notas obtidas pelo candidato. A matriz resultante A . B é uma matriz coluna, em que, na primeira linha, tem sua nota final para o curso I e, na segunda linha, tem sua nota final para o curso II. Nessas condições, qual representação algébrica gera o resultado final desse candidato nos dois cursos? (1 1) ( X )";( \right)( ) (2 3) (Y ) (1 2) ( X );( ) ) ( ) (1 3) (Y ) (2 1) ( X );( ) ) ( ) (3 1) (Y ) (2 3) (Y );( \right)( ) (1 1) ( X ) (1 1) (Y );( \right)( ) (2 3) ( X );0
2022;145;MT;42959;C;19;0;;1.8075;2.52222;0.20343;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;O chocolate é um dos alimentos mais apreciados e desejados do mundo. Uma loja especializada nesse produto oferece uma promoção para os bombons, que custam R$ 2,00 cada. Cada cliente tem x% de desconto na compra de x bombons. A promoção é válida para a compra de até 40 bombons, ou seja, 40% é o desconto máximo possível. Queremos escrever uma expressão para V em função de x, com x \le 40 . Qual é a expressão do valor V, em reais, na compra de x bombons da promoção, por cliente?;$V = \frac{1}{50} x^{2}$;$V = 2 - \frac{1}{50} x$;$V = 2x - \frac{1}{50} x^{2}$;$V = x - \frac{1}{100} x^{2}$;$V = 2x - \frac{1}{100} x$;0
2022;141;MT;32092;A;27;0;;2.48267;1.47143;0.11603;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;Descargas atmosféricas, objetos estranhos e quedas de árvores, entre outros motivos, podem gerar interrupções na rede elétrica. Em certo município, um levantamento realizado pela companhia de fornecimento de energia relacionou, durante 30 dias, o número de interrupções na rede elétrica com o número de dias em que elas ocorreram. Número de interrupções Número de dias 0 5 1 6 2 6 3 10 4 3 Total 30 A moda e a média diária do número de interrupções são, respectivamente, iguais a;3 e 2,0.;3 e 2,4.;3 e 6,0.;10 e 2,0.;10 e 2,4.;0
2022;140;MT;63862;D;2;0;;1.25949;2.10425;0.26204;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;As bactérias são microrganismos formados por uma única célula. Elas estão presentes em praticamente todos os meios: no ar, na água, no solo ou no interior de outros seres vivos. A forma de reprodução mais comum das bactérias é a assexuada por bipartição. Nesse processo, cada uma delas tem seu DNA duplicado e, posteriormente, se divide em duas células bacterianas. De modo geral, em condições favoráveis, esse processo de bipartição se conclui a cada 20 minutos. Disponível em: www.sobiologia.com.br. Acesso em: 16 nov. 2013 (adaptado). Considere que, no instante t= 0, há uma quantidade N de bactérias em um meio favorável à sua reprodução, de modo que nele só se reproduzem por bipartição. A sequência formada pela quantidade de bactérias nesse meio nos instantes 0, 20, 40, 60, 80 e 100 minutos é;$N , N^{2}, N^{3}, N^{4}, N^{5}, N^{6} 0 0 0 0 0 0$;$N , N^{2}, N^{4}, N^{8}, N^{16}, N^{32} 0 0 0 0 0 0$;N , 2N , 3N , 4N , 5N , 6N 0 0 0 0 0 0;N , 2N , 4N , 8N , 16N , 32N 0 0 0 0 0 0;N , 3N , 7N , 15N , 31N , 63N 0 0 0 0 0 0;0
2022;139;MT;126044;B;18;0;;2.31188;2.74165;0.29997;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;"A tarifa da energia elétrica no Brasil tem sofrido variações em função do seu custo de produção, seguindo um sistema de bandeiras tarifárias. Esse sistema indica se haverá ou não acréscimo no valor do quilowatt-hora (kWh). Suponha que o repasse ao consumidor final seja da seguinte maneira: \bullet bandeira verde: a tarifa não sofre acréscimo; \bullet bandeira amarela: a tarifa sofre acréscimo de R$ 0,015 para cada kWh consumido; \bullet bandeira vermelha — patamar 1: a tarifa sofre acréscimo de R$ 0,04 para cada kWh consumido; \bullet bandeira vermelha — patamar 2: a tarifa sofre acréscimo de R$ 0,06 para cada kWh consumido. A conta de energia elétrica em uma residência é constituída apenas por um valor correspondente à quantidade de energia elétrica consumida no período medido, multiplicada pela tarifa correspondente. O valor da tarifa em um período com uso da bandeira verde é R$ 0,42 por kWh consumido. Uma forte estiagem justificou a alteração da bandeira verde para a bandeira vermelha — patamar 2. Um usuário, cujo consumo é tarifado na bandeira verde, observa o seu consumo médio mensal. Para não afetar o seu orçamento familiar, ele pretende alterar a sua prática de uso de energia, reduzindo o seu consumo, de maneira que a sua próxima fatura tenha, no máximo, o mesmo valor da conta de energia do período em que era aplicada a bandeira verde. Qual percentual mínimo de redução de consumo esse usuário deverá praticar de forma a atingir seu objetivo?";6,0%;12,5%;14,3%;16,6%;87,5%;0
2022;138;MT;49343;C;12;0;;1.24019;1.03263;0.26809;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;Com o intuito de fazer bombons para vender, uma doceira comprou uma barra de 2 kg de chocolate e 1 L de creme de leite. De acordo com a receita, cada bombom deverá ter exatamente 34 g de chocolate e 12 mL de creme de leite. Respeitando os critérios estabelecidos, quantos bombons a doceira poderá fazer utilizando o máximo que puder os ingredientes comprados?;5;8;58;71;83;0
2022;137;MT;63318;D;1;0;;1.62143;1.56727;0.15547;AMARELA;1156;;0;;REAPLICACAO_PPL;ENEM_2022_P2_CAD_05_DIA_2_AMARELO.pdf;"As hemácias são células sanguíneas responsáveis pelo transporte de uma substância chamada hemoglobina, a qual tem a função de levar oxigênio dos pulmões para os tecidos. Hemácias normais têm diâmetro médio de 7,8 x 10 ^{- 6} metros. GUYTON, A. C.; HALL, J. E. Tratado de fisiologia médica. Rio de Janeiro: Elsevier, 2006 (adaptado). O diâmetro médio dessas hemácias, em metros, é representado pela razão $\frac{78}{d}$ , em que d é igual a";10 000.;100 000.;1 000 000.;10 000 000.;100 000 000.;0
2023;170;MT;125959;B;23;0;;2.2547;1.1525;0.16991;AMARELA;1292;;0;;REAPLICACAO_PPL;ENEM_2023_P2_CAD_05_DIA_2_AMARELO.pdf;Duas empresas do mercado de pequenos reparos domésticos determinam o valor de seus serviços a partir de um valor fixo acrescido de um valor cobrado por hora. A empresa X cobra R$ 60,00 de valor fixo mais R$ 18,00 por hora de serviço prestado. A empresa Y cobra R$ 24,00 de valor fixo e está definindo um novo valor a ser cobrado por hora. Sua estratégia de mercado prevê que, em relação à empresa X, o custo total do serviço deve ser menor ou igual para trabalhos de até duas horas de duração. Qual é o valor máximo, em real, que a empresa Y poderá cobrar por hora de serviço prestado a fim de atender j sua estratégia de mercado?;18;36;48;54;78;0
2023;161;MT;117706;A;19;0;;2.26306;1.45121;0.23837;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;Dirigir após ingerir bebidas alcoólicas é uma atitude extremamente perigosa, uma vez que, a partir da primeira dose, a pessoa já começa a ter perda de sensibilidade de movimentos e de reflexos. Apesar de a eliminação e absorção do álcool depender de cada pessoa e de como o organismo consegue metabolizar a substkncia, ao final da primeira hora após a ingestão, a concentração de álcool (C) no sangue corresponde a aproximadamente 90% da quantidade (q) de álcool ingerida, e a eliminação total dessa concentração pode demorar até 12 horas. Disponível em: http://g1.globo.com. Acesso em: 1 dez. 2018 (adaptado). Nessas condições, ao final da primeira hora após a ingestão da quantidade q de álcool, a concentração C dessa substância no sangue é expressa algebricamente por;C 0,9q;C 0,1q;C 1 - 0,1q;C 1 - 0,9q;C q - 10;0
2023;173;MT;125935;E;17;0;;1.13247;0.13877;0.19155;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;Um supermercado conta com cinco caixas disponíveis para pagamento. Foram instaladas telas que apresentam o tempo médio gasto por cada caixa para iniciar e finalizar o atendimento de cada cliente, e o número de pessoas presentes na fila de cada caixa em tempo real. Um cliente, na hora de passar sua compra, sabendo que cada um dos cinco caixas iniciará um novo atendimento naquele momento, pretende gastar o menor tempo possível de espera na fila. Ele observa que as telas apresentavam as informações a seguir. \bullet Caixa I: atendimento 12 minutos, 5 pessoas na fila. \bullet Caixa II: atendimento 6 minutos, 9 pessoas na fila. \bullet Caixa III: atendimento 5 minutos, 6 pessoas na fila. \bullet Caixa IV: atendimento 15 minutos, 2 pessoas na fila. \bullet Caixa V: atendimento 9 minutos, 3 pessoas na fila. Para alcançar seu objetivo, o cliente deverá escolher o caixa;I.;II.;III.;IV.;V.;0
2023;171;MT;27119;D;19;0;;2.99818;0.86032;0.22079;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;Para concretar a laje de sua residência, uma pessoa contratou uma construtora. Tal empresa informa que o preço y do concreto bombeado é composto de duas partes: uma fixa, chamada de taxa de bombeamento, e uma variável, que depende do volume x de concreto utilizado. Sabe-se que a taxa de bombeamento custa R$ 500,00 e que o metro cúbico do concreto bombeado é de R$ 250,00. A expressão que representa o preço y em função do volume x, em metro cúbico, é;y 250x;y 500x;y 750x;y 250x   500;y 500x   250;0
2023;163;MT;86783;B;22;0;;3.58609;3.00088;0.19242;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;A exposição a alguns níveis sonoros pode causar lesões auditivas. Por isso, em uma indústria, são adotadas medidas preventivas de acordo com a máquina que o funcionário opera e o nível N de intensidade do som, medido em decibel (dB), a que o operário é exposto, sendo N \log ਑ࣰ^{10} - \log ਑ ^{10}, ਑ a intensidade do som e 10 10 0 ਑ $10^{- 12}$ W/m^{2}. Disponível em: www.sofisica.com.br. Acesso em: 8 jul. 2015 (adaptado). Quando o som é considerado baixo, ou seja, N = 48 dB ou menos, deve ser utilizada a medida preventiva I. No caso de o som ser moderado, quando N está no intervalo (48 dB, 55 dB), deve ser utilizada a medida preventiva II. Quando o som é moderado alto, que equivale a N no intervalo (55 dB, 80 dB), a medida preventiva a ser usada é a III. Se N estiver no intervalo (80 dB, 115 dB), quando o som é considerado alto, deve ser utilizada a medida preventiva IV. E se o som é considerado muito alto, com N maior que 115 dB, deve-se utilizar a medida preventiva V. Uma nova máquina, com ਑ 8 \times $10^{- 8}$ W/m^{2}, foi adquirida e será classificada de acordo com o nível de ruído que produz. Considere 0,3 como aproximação para \log 2. O funcionário que operará a nova máquina deverá adotar a medida preventiva;I.;II.;III.;IV.;V.;0
2023;178;MT;15451;D;24;0;;2088;1815;224;AMARELA;1292;;0;;REAPLICACAO_PPL;ENEM_2023_P2_CAD_05_DIA_2_AMARELO.pdf;Uma empresa fundada em 2005, ao longo dos anos ganhou popularidade e aumentou consideravelmente sua atuação na economia do país. Os lucros anuais e seu padrão de crescimento podem ser observados na tabela. Lucro Ano (em milhares de reais) 2005 3 2006 5 2007 9 2008 17 2009 33 ... ... Supondo que se tenha mantido o padrão observado na tabela para os 5 anos seguintes, estima-se que o lucro total dessa empresa, de 2005 a 2014, em milhar de real, foi;120.;134.;1 025.;2 056.;2 074. i;0
2023;140;MT;27330;A;18;0;;1.94836;1.9392;0.17138;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;A cada bimestre, a diretora de uma escola compra uma quantidade de folhas de papel ofício proporcional ao número de alunos matriculados. No bimestre passado, ela comprou 6 000 folhas para serem utilizadas pelos 1 200 alunos matriculados. Neste bimestre, alguns alunos cancelaram suas matrículas e a escola tem, agora, 1 150 alunos. A diretora só pode gastar R$ 220,00 nessa compra, e sabe que o fornecedor da escola vende as folhas de papel ofício em embalagens de 100 unidades a R$ 4,00 a embalagem. Assim, será preciso convencer o fornecedor a dar um desconto à escola, de modo que seja possível comprar a quantidade total de papel ofício necessária para o bimestre. O desconto necessário no preço final da compra, em porcentagem, pertence ao intervalo;"(5,0 ; 5,5).";"(8,0 ; 8,5).";"(11,5 ; 12,5).";"(19,5 ; 20,5).";"(3,5 ; 4,0).";0
2023;144;MT;141567;D;24;0;;1.18793;1.75696;0.15183;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;O gerente de uma fábrica pretende comparar a evolução das vendas de dois produtos similares (I e II). Para isso, passou a verificar o número de unidades vendidas de cada um desses produtos em cada mês. Os resultados dessa verificação, para os meses de abril a junho, são apresentados na tabela. Vendas Vendas Vendas Produto em abril em maio em junho (unidade) (unidade) (unidade) l 80 90 100 ll 190 170 150 O gerente estava decidido a cessar a produção do produto II no mês seguinte jquele em que as vendas do produto I superassem as do produto II. Suponha que a variação na quantidade de unidades vendidas dos produtos I e II se manteve, mês a mês, como no período representado na tabela. Em qual mês o produto II parou de ser produzido”;Junho.;Julho.;Agosto.;Setembro.;Outubro.;0
2023;169;MT;125969;C;30;0;;1.78452;0.74313;0.18879;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;"Um tipo de semente necessita de bastante água nos dois primeiros meses após o plantio. Um produtor pretende estabelecer o melhor momento para o plantio desse tipo de semente, nos meses de outubro a março. Após consultar a previsão do índice mensal de precipitação de chuva (ImPC) da região onde ocorrerá o plantio, para o período chuvoso de 2020 - 2021, ele obteve os seguintes dados: \bullet outubro/2020: ImPC = 250 mm; \bullet novembro/2020: ImPC = 150 mm; \bullet dezembro/2020: ImPC = 200 mm; \bullet janeiro/2021: ImPC = 450 mm; \bullet fevereiro/2021: ImPC = 100 mm; \bullet março/2021: ImPC = 200 mm. Com base nessas previsões, ele precisa escolher dois meses consecutivos em que a média mensal de precipitação seja a maior possível. No início de qual desses meses o produtor deverá plantar esse tipo de semente”";Outubro.;Novembro.;Dezembro.;Janeiro.;Fevereiro.;0
2023;155;MT;117633;D;5;0;;1.37105;2.55621;0.17151;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;Um pescador tem um custo fixo diário de R$ 900,00 com combustível, iscas, manutenção de seu barco e outras pequenas despesas. Ele vende cada quilograma de peixe por R$ 5,00. Sua meta é obter um lucro mínimo de R$ 800,00 por dia. Sozinho, ele consegue, ao final de um dia de trabalho, pescar 180 kg de peixe, o que é suficiente apenas para cobrir o custo fixo diário. Portanto, precisa contratar ajudantes, pagando para cada um R$ 250,00 por dia de trabalho. Além desse valor, 4% da receita obtida pela venda de peixe é repartida igualmente entre os ajudantes. Considerando o tamanho de seu barco, ele pode contratar até 5 ajudantes. Ele sabe que com um ajudante a pesca diária é de 300 kg e que, a partir do segundo ajudante contratado, aumenta-se em 100 kg a quantidade de peixe pescada por ajudante em um dia de trabalho. A quantidade mínima de ajudantes que esse pescador precisa contratar para conseguir o lucro diário pretendido é;1.;2.;3.;4.;5.;0
2023;151;MT;111446;B;5;0;;2.09757;1.52611;0.10674;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;Em janeiro do ano passado, a direção de uma fábrica abriu uma creche para os filhos de seus funcionários, com 10 salas, cada uma com capacidade para atender 10 crianças a cada ano. As vagas são sorteadas entre os filhos dos funcionários inscritos, enquanto os não contemplados pelo sorteio formam uma lista de espera. No ano passado, a lista de espera teve 400 nomes e, neste ano, esse número cresceu 10%. A direção da fábrica realizou uma pesquisa e constatou que a lista de espera para o próximo ano terá a mesma quantidade de nomes da lista de espera deste ano. Decidiu, então, construir, ao longo desse ano, novas salas para a creche, também com capacidade de atendimento para 10 crianças cada, de modo que o número de nomes na lista de espera no próximo ano seja 25% menor que o deste ano. O número mínimo de salas que deverão ser construídas é;10.;11.;13.;30.;33.;0
2023;156;MT;125977;D;23;0;;2.04085;1.27709;0.27067;AMARELA;1212;;0;;REGULAR;ENEM_2023_P1_CAD_05_DIA_2_AMARELO.pdf;Um agricultor é informado sobre um método de proteção para sua lavoura que consiste em inserir larvas específicas, de rápida reprodução. A reprodução dessas larvas faz com que sua população multiplique-se por 10 a cada 3 dias e, para evitar eventuais desequilíbrios, é possível cessar essa reprodução aplicando-se um produto X. O agricultor decide iniciar esse método com 100 larvas e dispõe de 5 litros do produto X, cuja aplicação recomendada é de exatamente 1 litro para cada população de 200 000 larvas. A quantidade total do produto X de que ele dispõe deverá ser aplicada de uma única vez. Quantos dias após iniciado esse método o agricultor deverá aplicar o produto X”;2;4;6;12;18;0
